"city","latitude","longitude","region"
"volcán",8.54672,-76.45273,"antioquia"
"guaico",5.90514,-75.44518,"antioquia"
"guarango",5.93391,-75.43522,"antioquia"
"la olleta",7.02556,-75.31111,"antioquia"
"la unión",6.56667,-75.48333,"antioquia"
"guarango",5.94919,-75.39457,"antioquia"
"bananera el porvenir",8.11355,-76.69856,"antioquia"
"sevilla",6.26495,-75.5646,"antioquia"
"el porvenir",6.41778,-74.99583,"antioquia"
"rionegro",6.15515,-75.37371,"antioquia"
"la chacalina",6.71,-76.36639,"antioquia"
"magote",6.71667,-75.9,"antioquia"
"tamborcito",6.83056,-75.54722,"antioquia"
"el campamento",7.10895,-75.11723,"antioquia"
"moscú",6.29305,-75.55129,"antioquia"
"la milagrosa",6.50333,-75.97111,"antioquia"
"la culebra",7.199,-75.42732,"antioquia"
"la leona",6.7,-75.16667,"antioquia"
"ipacaraí",6.14266,-75.52488,"antioquia"
"badillo",7.23333,-75.93333,"antioquia"
"la ceja",6.50861,-75.70222,"antioquia"
"la fonda",6.92139,-75.99778,"antioquia"
"la castilla",6.82333,-75.54556,"antioquia"
"la cecilia",6.04516,-75.52867,"antioquia"
"el lucero",7.04222,-75.32222,"antioquia"
"timotea",6.73167,-76.07,"antioquia"
"la casa de zinc",6.56856,-75.7255,"antioquia"
"cusuti",6.74361,-76.00278,"antioquia"
"morrogacho",6.67963,-76.06858,"antioquia"
"buenos aires",8.59528,-76.34333,"antioquia"
"san roque",6.48511,-75.0196,"antioquia"
"bellavista",6.39871,-75.56729,"antioquia"
"la honda",6.98194,-75.65694,"antioquia"
"arbolito",6.28312,-75.67537,"antioquia"
"la ilusión",6.80944,-75.66639,"antioquia"
"la trinidad",6.36667,-75.21667,"antioquia"
"castillo",6.02107,-75.68808,"antioquia"
"la peñola",6.72667,-75.74389,"antioquia"
"la posada",6.29664,-75.63573,"antioquia"
"vereda mani del cardal",6.03572,-75.68072,"antioquia"
"el dos",8.12729,-76.68079,"antioquia"
"villa nueva",6.25394,-75.56657,"antioquia"
"la esmeralda",6.68222,-76.1025,"antioquia"
"la abertura",6.01081,-75.61432,"antioquia"
"la aguada",6.23731,-75.63077,"antioquia"
"la porquera",6.92889,-75.71417,"antioquia"
"cañaveral",6.95,-75.3,"antioquia"
"la clara",7.02639,-75.33417,"antioquia"
"chiriguaco",6.7875,-76.09639,"antioquia"
"guacamayal",6.03441,-75.66144,"antioquia"
"bocas de río turbo",8.12173,-76.75087,"antioquia"
"el socorro",6.50417,-75.89083,"antioquia"
"la puerca",8.35823,-76.71391,"antioquia"
"tarida",6.12399,-75.62893,"antioquia"
"la camelia",6.8875,-75.51028,"antioquia"
"san julián",6.35139,-74.88194,"antioquia"
"el raicito",6.23489,-75.69602,"antioquia"
"morro alegre",5.8868,-75.6962,"antioquia"
"las brisas",6.61833,-76.10417,"antioquia"
"horná",6.31778,-74.74639,"antioquia"
"la cristalina",7.45472,-75.32489,"antioquia"
"las achiras",6.94035,-76.21474,"antioquia"
"santa isabel",6.38972,-74.87333,"antioquia"
"barracón",6.82291,-76.04783,"antioquia"
"las muertas",6.81611,-76.22611,"antioquia"
"perico",6.1768,-75.50762,"antioquia"
"el chagualo",6.26198,-75.57031,"antioquia"
"acevedo",6.31081,-75.55229,"antioquia"
"las playas",6.22031,-75.59716,"antioquia"
"chuscalito",6.50417,-75.61472,"antioquia"
"monos",6.95,-76.2,"antioquia"
"canarias",7.40671,-75.30572,"antioquia"
"el carmín",6.47111,-74.99778,"antioquia"
"san bartolo",5.63678,-75.85655,"antioquia"
"venturosa",6.58972,-75.78111,"antioquia"
"los naranjos",6.66944,-76.07917,"antioquia"
"la libertad",6.23859,-75.54338,"antioquia"
"las hamacas",7.61,-76.64556,"antioquia"
"curazao",6.41667,-75.03333,"antioquia"
"el anhelo",6.018,-75.61951,"antioquia"
"la cordillera",6.50139,-75.92083,"antioquia"
"la luz",5.99078,-75.52802,"antioquia"
"las mercedes",6.17645,-75.53106,"antioquia"
"la cabaña",7.44969,-75.27114,"antioquia"
"montebello",7.00889,-75.18417,"antioquia"
"la esperanza",6.99139,-75.53,"antioquia"
"la selva",6.23831,-75.64075,"antioquia"
"la manga",6.64222,-75.97972,"antioquia"
"güintar",6.35,-75.95,"antioquia"
"gualí",6.05977,-75.71027,"antioquia"
"el blanco",7.12083,-75.4725,"antioquia"
"pechinde",6.70833,-76.37278,"antioquia"
"la cueva",6.60722,-76.13361,"antioquia"
"la esmeralda",6.02591,-75.64018,"antioquia"
"la alpujarra",6.24468,-75.57597,"antioquia"
"san josé de la cima",6.28426,-75.54444,"antioquia"
"manrique oriental",6.26367,-75.54855,"antioquia"
"las mercedes",6.23578,-75.60943,"antioquia"
"la estancia",6.68611,-75.76611,"antioquia"
"urbanización los nogales",6.22158,-75.60469,"antioquia"
"manrique central",6.26468,-75.55353,"antioquia"
"medellín",6.25184,-75.56359,"antioquia"
"alto de mulatos",8.12941,-76.53407,"antioquia"
"la clara",6.05345,-75.60875,"antioquia"
"san josé",6.62917,-76.08861,"antioquia"
"guarnal",5.84194,-75.57409,"antioquia"
"indro",6.53899,-75.9196,"antioquia"
"velilla",7.1,-74.91667,"antioquia"
"umbria",5.80224,-75.56558,"antioquia"
"coldesa",8.03033,-76.64402,"antioquia"
"san josé",5.88312,-75.5536,"antioquia"
"cominalito",6.63861,-75.74833,"antioquia"
"el llano",7.13569,-74.70301,"antioquia"
"la palma",6.53528,-75.95417,"antioquia"
"uvital",6.84494,-76.07255,"antioquia"
"san pedro",6.9875,-75.55917,"antioquia"
"el leon",6.79472,-75.93139,"antioquia"
"la palmera",6.77889,-75.63778,"antioquia"
"el sesenta y uno",6.00804,-75.61842,"antioquia"
"la esperanza",8.01676,-74.78369,"antioquia"
"horizontes",6.59778,-75.7425,"antioquia"
"la comba",7.14535,-75.37808,"antioquia"
"toyosa",8.67417,-76.42366,"antioquia"
"bellavista",6.10757,-75.64096,"antioquia"
"pernilla",6.77222,-76.06833,"antioquia"
"el saladero",6.78833,-75.80917,"antioquia"
"degurgo",5.52972,-75.85028,"antioquia"
"versalles",6.43167,-74.985,"antioquia"
"bananera la caleta",8.08796,-76.67284,"antioquia"
"la quebradona",7.78097,-74.95109,"antioquia"
"la plancha",7.08667,-75.20806,"antioquia"
"capotal",7.28389,-75.91889,"antioquia"
"la argelia",6.80111,-75.64139,"antioquia"
"las nieves",6.23539,-75.67577,"antioquia"
"la argelia",6.84722,-75.53083,"antioquia"
"tenería",6.54254,-75.54881,"antioquia"
"solvetanal",6.61972,-75.68083,"antioquia"
"el mango",7.05472,-75.29139,"antioquia"
"unidad residencial la macarena",6.25078,-75.58122,"antioquia"
"el limón",6.55,-75.13333,"antioquia"
"la fónda",6.65528,-75.80333,"antioquia"
"las margaritas",6.45056,-74.79972,"antioquia"
"la lenor",6.72524,-76.08294,"antioquia"
"el hallazgo",6.05047,-75.5265,"antioquia"
"el indio",7.02972,-75.33028,"antioquia"
"fresco lirio",8.06667,-76.71667,"antioquia"
"la casita",6.58472,-75.71722,"antioquia"
"san lázaro",6.74222,-76.15278,"antioquia"
"las claras",6.07086,-75.50172,"antioquia"
"el encanto",8.46484,-76.80334,"antioquia"
"las margaritas",6.0692,-75.50812,"antioquia"
"las marías",5.81667,-75.9,"antioquia"
"alto el silencio",7.26889,-75.85278,"antioquia"
"palmichal",6.3175,-74.81778,"antioquia"
"altamira",7.27444,-75.86417,"antioquia"
"volantín",7.14341,-74.62648,"antioquia"
"el recreo",7.11222,-75.5775,"antioquia"
"piamarga",7.17952,-75.5675,"antioquia"
"la india",6.16361,-74.62667,"antioquia"
"cuajarón",6.63667,-75.9625,"antioquia"
"claveles",7.35968,-75.40756,"antioquia"
"montebello",7.13528,-75.3775,"antioquia"
"jesús nazareno",6.25894,-75.56675,"antioquia"
"la peña",6.52028,-75.58944,"antioquia"
"la maquina",6.99139,-75.61972,"antioquia"
"la borraja",5.55083,-75.90833,"antioquia"
"la esmeralda",6.97833,-75.55444,"antioquia"
"morotó",6.77389,-76.08639,"antioquia"
"la molina",6.12528,-75.55599,"antioquia"
"la ceiba",7.14389,-75.30639,"antioquia"
"ochalí",7.00361,-75.61056,"antioquia"
"san rafael",8.2794,-76.68554,"antioquia"
"malambo",6.63469,-75.42419,"antioquia"
"rancho turro",6.20688,-75.66829,"antioquia"
"la ilusión",6.58167,-76.09528,"antioquia"
"santa margarita",6.27531,-75.61694,"antioquia"
"san rafael",6.29436,-75.02589,"antioquia"
"sitio la raya",6.11201,-75.63628,"antioquia"
"el limón",7.00361,-75.01472,"antioquia"
"guaicohondo",7.295,-76.55472,"antioquia"
"el valle",7.05347,-75.67314,"antioquia"
"los cerezos",6.08503,-75.63198,"antioquia"
"el amparo",5.95195,-75.68854,"antioquia"
"san felipe",6.82444,-75.52972,"antioquia"
"villa alicia",6.79889,-76.13833,"antioquia"
"llanochiquito",6.80583,-75.95333,"antioquia"
"salvador",6.23852,-75.56173,"antioquia"
"montecristo",6.34056,-74.86528,"antioquia"
"cominal",6.485,-74.60028,"antioquia"
"el peñol",6.88861,-75.51167,"antioquia"
"villas de aragón",6.24247,-75.62138,"antioquia"
"conjunto residencial plaza campestre",6.24306,-75.61557,"antioquia"
"el presidio",6.39326,-75.56735,"antioquia"
"vélez",6.58972,-75.68944,"antioquia"
"argentina",5.73333,-75.05,"antioquia"
"el candelillo",7.3575,-75.92278,"antioquia"
"san isidro",6.17017,-75.62098,"antioquia"
"ejecutivo",8.04465,-76.64127,"antioquia"
"ciudad uníversitaria",6.27207,-75.58893,"antioquia"
"pachongo",6.8675,-75.56472,"antioquia"
"nueva york",6.86278,-75.74028,"antioquia"
"oasis",6.28269,-75.56513,"antioquia"
"el león",6.7775,-76.03694,"antioquia"
"la cumbre",6.11241,-75.56016,"antioquia"
"la palma",6.03028,-74.69111,"antioquia"
"la lomita",6.7675,-76.09472,"antioquia"
"san juan",7.1417,-75.69908,"antioquia"
"la negra",7.02472,-75.28944,"antioquia"
"alegrías",5.5513,-75.61156,"antioquia"
"brisas del río",6.98111,-73.91556,"antioquia"
"tarapacá",6.24896,-75.60038,"antioquia"
"mónaco",6.24965,-75.553,"antioquia"
"el pomal",6.71264,-76.01535,"antioquia"
"san bartolo",7.29472,-75.92917,"antioquia"
"el bramadero",6.02598,-75.65713,"antioquia"
"versalles",6.26412,-75.54492,"antioquia"
"el retiro",6.33022,-75.60064,"antioquia"
"la tolda",7.26126,-75.34262,"antioquia"
"el suspiro",7.28083,-75.94667,"antioquia"
"el brasil",6.40944,-74.94333,"antioquia"
"la malaza",8.16667,-76.71667,"antioquia"
"pelayo",8.53003,-76.33374,"antioquia"
"vado",6.23135,-75.6683,"antioquia"
"zapindonga",8.5388,-76.27389,"antioquia"
"el paraíso",6.39,-74.43444,"antioquia"
"san juan",7.24056,-75.905,"antioquia"
"amalia",7.00167,-75.03833,"antioquia"
"la mansa",6.62972,-76.11944,"antioquia"
"balconda",7.23722,-75.20288,"antioquia"
"el techuelo",5.85098,-75.57666,"antioquia"
"uruta",6.68746,-75.93984,"antioquia"
"la clara",6.6575,-76.24083,"antioquia"
"asientos",6.68333,-75.8,"antioquia"
"el pleito",6.73,-75.59444,"antioquia"
"las mercedes",6.19734,-75.73806,"antioquia"
"el tabiazo",7.01667,-74.08333,"antioquia"
"betania",6.8363,-76.05182,"antioquia"
"diamante",6.28575,-75.58639,"antioquia"
"san josé",6.03112,-75.73451,"antioquia"
"barcino",5.98139,-75.53833,"antioquia"
"vereda la troja",6.02061,-75.67655,"antioquia"
"yerbabuena",6.60528,-75.93944,"antioquia"
"la chumbumbun",6.2969,-75.66773,"antioquia"
"la avanzada",6.2963,-75.54391,"antioquia"
"matuna",7.08975,-74.6774,"antioquia"
"la mansa",6.55361,-75.98667,"antioquia"
"guzmán",6.67083,-75.50583,"antioquia"
"zancudo arriba",6.56222,-75.57333,"antioquia"
"zancudo",5.70523,-75.15691,"antioquia"
"puerto américa",6.1,-74.61667,"antioquia"
"la plaita",6.95972,-75.76778,"antioquia"
"patio bonito",8.46917,-76.26667,"antioquia"
"la maría",6.84436,-75.64403,"antioquia"
"cascajal",6.705,-76.11111,"antioquia"
"sincierco",6.75639,-75.93611,"antioquia"
"santa inés",8.34487,-76.73796,"antioquia"
"el totumo",8.33583,-76.75133,"antioquia"
"sierra morena",6.03583,-75.62609,"antioquia"
"versalles",6.73649,-76.02214,"antioquia"
"la australia",6.87944,-75.51056,"antioquia"
"caracolí",6.88006,-75.13119,"antioquia"
"la tirana",7.30192,-75.07486,"antioquia"
"apucarpo",6.72611,-76.03361,"antioquia"
"el desquite",8.04505,-76.71815,"antioquia"
"buena vista",8.4802,-76.7589,"antioquia"
"los chorros",7.15268,-75.89032,"antioquia"
"villa bernarda",6.04534,-75.49514,"antioquia"
"la querencia",6.04936,-75.52492,"antioquia"
"san josé",6.05104,-75.52227,"antioquia"
"san pedro",6.26661,-75.6191,"antioquia"
"la carolina",6.81806,-75.51583,"antioquia"
"alejandría",6.37745,-75.14065,"antioquia"
"el limo",6.74583,-76.12413,"antioquia"
"villamil",6.91222,-75.50389,"antioquia"
"sector los velásquez",6.18538,-75.60762,"antioquia"
"giraldo",6.68013,-75.95259,"antioquia"
"pombal",5.93153,-75.56361,"antioquia"
"pekín",6.16827,-75.73633,"antioquia"
"los arrayanes",6.2159,-75.50258,"antioquia"
"iracal",6.87917,-76.20167,"antioquia"
"santa margarita",7.67484,-74.76072,"antioquia"
"espiritusanto",6.46721,-75.64029,"antioquia"
"vereda la ilusión",6.2985,-75.62904,"antioquia"
"pascuita",7.19072,-75.65358,"antioquia"
"los pinos",6.34789,-75.58982,"antioquia"
"pajarito",6.71417,-75.93111,"antioquia"
"los alcázares",6.26125,-75.60435,"antioquia"
"la aguada",7.15417,-75.33972,"antioquia"
"la cueva",6.60972,-75.92472,"antioquia"
"el carajo",6.11718,-75.50046,"antioquia"
"cascajo blanco",6.77674,-76.10277,"antioquia"
"la rochela",6.17366,-75.52933,"antioquia"
"lazagauca",6.2923,-75.61583,"antioquia"
"el rodeo",6.1699,-75.52965,"antioquia"
"cuchiflín",7.04472,-75.27583,"antioquia"
"colmenas",5.9299,-75.4305,"antioquia"
"la quiebra",6.57812,-76.14732,"antioquia"
"conjunto residencial torres del estado",6.26478,-75.58692,"antioquia"
"el alto",7.28361,-75.96944,"antioquia"
"san francisco copera",6.73806,-75.68417,"antioquia"
"sobresábanos",6.72043,-75.81592,"antioquia"
"la cabaña",6.84333,-75.97111,"antioquia"
"la florida",6.25062,-75.58883,"antioquia"
"la cordillera",7.07816,-75.33346,"antioquia"
"san miguel",6.25521,-75.55691,"antioquia"
"san benito",6.25664,-75.57318,"antioquia"
"braca monte",6.18504,-75.52176,"antioquia"
"vereda los mangos",6.17962,-75.55849,"antioquia"
"la cristalina",7.32933,-75.08199,"antioquia"
"la castellana",6.13875,-75.52444,"antioquia"
"agualinda",7.08389,-75.60222,"antioquia"
"la gabriela",6.93222,-75.54139,"antioquia"
"la florida",7.09389,-75.61333,"antioquia"
"vivero los geranios",6.15746,-75.52068,"antioquia"
"la hondura",6.12778,-75.72354,"antioquia"
"la mechuda",6.48944,-74.94806,"antioquia"
"el uvo",6.83167,-76.14556,"antioquia"
"san mateo",6.89062,-75.54746,"antioquia"
"guacas",6.49406,-74.96489,"antioquia"
"san pablo",6.28754,-75.5443,"antioquia"
"maría cano",6.28289,-75.53962,"antioquia"
"andalucía",6.29794,-75.55634,"antioquia"
"montanita",7.46179,-75.28556,"antioquia"
"tías",7.03595,-74.74935,"antioquia"
"la barrera",7.18242,-75.45612,"antioquia"
"las margaritas",6.12869,-75.50014,"antioquia"
"villa hermosa",6.53778,-76.32028,"antioquia"
"la calera",7.20443,-75.58878,"antioquia"
"san josé del nus",6.49444,-74.84028,"antioquia"
"vereda el corazón",6.24649,-75.63393,"antioquia"
"la praderita",6.54778,-76.06778,"antioquia"
"la ceiba",7.15722,-73.985,"antioquia"
"plata",6.35,-74.78333,"antioquia"
"palermo",5.73145,-75.69479,"antioquia"
"el salado",6.50444,-75.57639,"antioquia"
"la ceibita",8.31297,-76.74812,"antioquia"
"los medios",5.96361,-75.52333,"antioquia"
"el carmen",7.46098,-75.41155,"antioquia"
"la argentina",6.75917,-75.64556,"antioquia"
"horizonte",6.23333,-75.25,"antioquia"
"los pinos",6.71667,-76.01639,"antioquia"
"el desquite",6.58333,-75.48333,"antioquia"
"los micos",6.59083,-76.09,"antioquia"
"luciano restrepo",6.26215,-76.0101,"antioquia"
"urbanización belencito",6.25002,-75.61633,"antioquia"
"las violetas",6.23243,-75.61245,"antioquia"
"morro de ovejas",6.39524,-75.62316,"antioquia"
"río grande",7.92791,-76.62346,"antioquia"
"la montañita",6.74917,-75.78389,"antioquia"
"tonusquito",6.58889,-75.89167,"antioquia"
"holanda",6.21371,-75.58447,"antioquia"
"charcos",5.89131,-75.56045,"antioquia"
"bolívar",7.12722,-75.09528,"antioquia"
"evangelica",6.61833,-75.92111,"antioquia"
"montebello",7.095,-75.57472,"antioquia"
"la granja",6.71028,-75.98111,"antioquia"
"la tablaza",5.92775,-75.5684,"antioquia"
"la palma",6.67917,-75.59194,"antioquia"
"el pescado",7.11694,-75.57389,"antioquia"
"puente colgante",6.27836,-75.62891,"antioquia"
"la guitarra",7.07361,-75.40222,"antioquia"
"la iglesia",7.19795,-75.41234,"antioquia"
"la cabaña",7.14417,-75.21472,"antioquia"
"la sinfonia",6.32318,-75.59467,"antioquia"
"betania",6.20461,-75.47307,"antioquia"
"miraflores",7.14722,-75.64,"antioquia"
"la peña",6.99056,-75.50944,"antioquia"
"villa de guadalupe",6.28782,-75.55289,"antioquia"
"los tigres",8,-75.18333,"antioquia"
"morritos",6.20628,-75.71482,"antioquia"
"guayabito",6.95,-76.2,"antioquia"
"napoles",5.69917,-75.53278,"antioquia"
"cruces de cáceres",7.45,-75.11667,"antioquia"
"las pavas",8.11993,-76.48901,"antioquia"
"dantas",7.49882,-75.42923,"antioquia"
"conjunto multifamiliar el cortlio",6.27664,-75.59309,"antioquia"
"bizcocho",6.30707,-75.07583,"antioquia"
"el salado",6.64917,-75.90861,"antioquia"
"la sultana",7.12111,-75.04889,"antioquia"
"la rueda",8.49343,-76.80968,"antioquia"
"la ceiba",6.14795,-75.53524,"antioquia"
"uramita",6.89944,-76.17417,"antioquia"
"santa ines",6.27759,-75.62017,"antioquia"
"la unión",7.98417,-76.72833,"antioquia"
"san miguel",6.27933,-75.61909,"antioquia"
"la berrustica",6.73751,-75.79593,"antioquia"
"lourdes",5.75656,-75.79707,"antioquia"
"campana rota",5.83333,-74.66667,"antioquia"
"los caobos",6.05154,-75.49407,"antioquia"
"el nevado",7.18508,-75.42359,"antioquia"
"sector bella vista",6.26914,-75.63945,"antioquia"
"la capilla",6.63167,-75.77694,"antioquia"
"la caridad",8.48599,-76.72426,"antioquia"
"san vicente ferrer",6.26758,-75.62645,"antioquia"
"la lucila",5.91583,-75.5574,"antioquia"
"el ocaso",6.17592,-75.73303,"antioquia"
"los molinos",6.25004,-75.69917,"antioquia"
"urbanización la palma",6.17715,-75.60987,"antioquia"
"el diamante",6.48139,-74.96917,"antioquia"
"vegas de la china",6.77273,-74.79769,"antioquia"
"vereda la palma",6.26647,-75.65475,"antioquia"
"la granja",5.95894,-75.54126,"antioquia"
"nevada",7.20729,-75.61003,"antioquia"
"armenia",6.21667,-74.58333,"antioquia"
"yerbabuena",6.53842,-75.54834,"antioquia"
"guayabal",6.78194,-75.82389,"antioquia"
"el recodo",6.76278,-76.39,"antioquia"
"la ilusión",6.27083,-74.60056,"antioquia"
"la balsa",6.76444,-76.07,"antioquia"
"vista hermosa",6.12375,-75.5024,"antioquia"
"la cucilla",6.66389,-75.60556,"antioquia"
"la dorada",6.82056,-75.52806,"antioquia"
"las abejas",6.78583,-76.19222,"antioquia"
"la floresta",6.82778,-75.82194,"antioquia"
"alto buenavista",6.7848,-76.11444,"antioquia"
"establo",6.21085,-75.63867,"antioquia"
"la quinta",6.72528,-75.97389,"antioquia"
"san nicolás",7.10641,-74.68922,"antioquia"
"mulatos",8.63396,-76.72042,"antioquia"
"la sombría",7.43222,-75.43028,"antioquia"
"el barro",6.90833,-75.66111,"antioquia"
"veraguas",6.04177,-75.63041,"antioquia"
"casabe",7.02806,-73.89011,"antioquia"
"las juanas",6.40194,-74.85667,"antioquia"
"la cabaña",6.3161,-75.56146,"antioquia"
"cuatro esquinas",6.39389,-74.84861,"antioquia"
"la madera",6.31718,-75.55763,"antioquia"
"santa isabel de nus",6.42389,-74.79472,"antioquia"
"llano de miranda",6.51667,-75.74833,"antioquia"
"piedras blancas",6.25,-74.96667,"antioquia"
"llano bonito",6.98361,-75.78111,"antioquia"
"la angostura",5.78017,-75.99182,"antioquia"
"ciriguari",6.71056,-75.99,"antioquia"
"labores",6.73833,-75.62361,"antioquia"
"la luz",6.32667,-74.83111,"antioquia"
"la aldea",6.17988,-75.6042,"antioquia"
"las marías",7.98059,-74.97997,"antioquia"
"la palma",6.88194,-75.53472,"antioquia"
"chiri",7.09639,-75.64194,"antioquia"
"giradito",6.76667,-75.95,"antioquia"
"sucre",6.595,-75.79667,"antioquia"
"pueblito",7.16626,-75.23799,"antioquia"
"palmitas",6.35,-75.7,"antioquia"
"morelia",6.1,-75.98333,"antioquia"
"la aguada",7.01083,-75.12417,"antioquia"
"armenia",7.00631,-76.03416,"antioquia"
"la mellizas",7.10694,-75.19472,"antioquia"
"guineo",7.60778,-76.64194,"antioquia"
"el venado",6.73333,-74.18333,"antioquia"
"la merced",7.32471,-75.33184,"antioquia"
"el saladero",6.59222,-75.58944,"antioquia"
"la brisa",6.87995,-76.03664,"antioquia"
"el alcanfor",6.72778,-75.54083,"antioquia"
"el alto",6.53889,-75.57778,"antioquia"
"la libertad",7.2213,-74.76951,"antioquia"
"la palma",7.205,-75.46866,"antioquia"
"san rafael",5.95227,-75.44337,"antioquia"
"decisivo",8.46667,-76.63333,"antioquia"
"la mesa",6.59,-75.9075,"antioquia"
"el banco",7.12652,-75.45401,"antioquia"
"montebello",5.9449,-75.52428,"antioquia"
"murrapal",5.90694,-75.68453,"antioquia"
"finca el tormento",8.72169,-76.47765,"antioquia"
"la ciénaga",6.05542,-75.64119,"antioquia"
"el carmelo",6.69194,-75.82056,"antioquia"
"plan bonito",8.10306,-76.61245,"antioquia"
"santa fe",6.36306,-74.74833,"antioquia"
"martínez",6.35528,-74.76278,"antioquia"
"los sauces",6.18185,-75.57798,"antioquia"
"el diamente",6.24066,-75.6756,"antioquia"
"las brisas",7.22003,-75.23649,"antioquia"
"el encantado",7.17847,-74.79043,"antioquia"
"guayaquil",6.24832,-75.57039,"antioquia"
"toruro pérez",6.58,-75.55222,"antioquia"
"la quimera",8.01529,-76.63436,"antioquia"
"espíritu santo",6.89111,-75.55444,"antioquia"
"la gloria",6.22344,-75.60259,"antioquia"
"granada",6.23069,-75.59419,"antioquia"
"murindó",6.98057,-76.82119,"antioquia"
"la miranda",6.26058,-75.68248,"antioquia"
"san josé",6.16518,-75.61479,"antioquia"
"santa gertrudis",6.97667,-75.66139,"antioquia"
"corregimiento la honda",6.08386,-75.70329,"antioquia"
"guasimal",6.5375,-75.88417,"antioquia"
"la garrucha",6.53167,-76.32222,"antioquia"
"campo valdés",6.27295,-75.55406,"antioquia"
"puerto arquía",6.24038,-76.72837,"antioquia"
